frame_number,landmark,x,y,z
11,RIGHT_EAR,0.4516328275203705,0.27199786901474,-0.4874400496482849
11,MOUTH_LEFT,0.5165370106697083,0.34418419003486633,-0.6633602380752563
11,MOUTH_RIGHT,0.4758320450782776,0.34471234679222107,-0.6627013683319092
11,LEFT_SHOULDER,0.6218618750572205,0.5392216444015503,-0.33146342635154724
11,RIGHT_SHOULDER,0.3802219033241272,0.5251435041427612,-0.3352663218975067
11,LEFT_ELBOW,0.6349014043807983,0.8889363408088684,-0.3142135441303253
11,RIGHT_ELBOW,0.33649739623069763,0.8580725789070129,-0.5033069849014282
11,LEFT_WRIST,0.586717963218689,1.0983085632324219,-0.5381568074226379
11,RIGHT_WRIST,0.43222203850746155,0.8177263736724854,-0.917150616645813
11,LEFT_PINKY,0.5829883217811584,1.187612533569336,-0.6030172109603882
11,RIGHT_PINKY,0.4591306746006012,0.8843247890472412,-1.0029933452606201
11,LEFT_INDEX,0.5627545118331909,1.1528555154800415,-0.6341297030448914
11,RIGHT_INDEX,0.4839286208152771,0.8584924340248108,-0.9994829297065735
11,LEFT_THUMB,0.5564416646957397,1.1150994300842285,-0.5538071393966675
11,RIGHT_THUMB,0.4775009751319885,0.8359587788581848,-0.920427143573761
11,LEFT_HIP,0.5758875608444214,1.073473572731018,-0.016144748777151108
11,RIGHT_HIP,0.4354129433631897,1.0674803256988525,0.0172587763518095
12,LEFT_WRIST,0,0,0
12,LEFT_THUMB_CMC,0,0,0
12,LEFT_THUMB_MCP,0,0,0
12,LEFT_THUMB_IP,0,0,0
12,LEFT_THUMB_TIP,0,0,0
12,LEFT_INDEX_FINGER_MCP,0,0,0
12,LEFT_INDEX_FINGER_PIP,0,0,0
12,LEFT_INDEX_FINGER_DIP,0,0,0
12,LEFT_INDEX_FINGER_TIP,0,0,0
12,LEFT_MIDDLE_FINGER_MCP,0,0,0
12,LEFT_MIDDLE_FINGER_PIP,0,0,0
12,LEFT_MIDDLE_FINGER_DIP,0,0,0
12,LEFT_MIDDLE_FINGER_TIP,0,0,0
12,LEFT_RING_FINGER_MCP,0,0,0
12,LEFT_RING_FINGER_PIP,0,0,0
12,LEFT_RING_FINGER_DIP,0,0,0
12,LEFT_RING_FINGER_TIP,0,0,0
12,LEFT_PINKY_MCP,0,0,0
12,LEFT_PINKY_PIP,0,0,0
12,LEFT_PINKY_DIP,0,0,0
12,LEFT_PINKY_TIP,0,0,0
12,RIGHT_WRIST,0.3994819223880768,0.7152037620544434,1.5038732215089112e-07
12,RIGHT_THUMB_CMC,0.4393370449542999,0.6972156763076782,0.002213703701272607
12,RIGHT_THUMB_MCP,0.4806833565235138,0.7162175178527832,-0.0016750252107158303
12,RIGHT_THUMB_IP,0.5078138113021851,0.7507277727127075,-0.006196217145770788
12,RIGHT_THUMB_TIP,0.5219608545303345,0.7866072058677673,-0.009976474568247795
12,RIGHT_INDEX_FINGER_MCP,0.48404741287231445,0.7053240537643433,-0.014959980733692646
12,RIGHT_INDEX_FINGER_PIP,0.5205408334732056,0.7502422332763672,-0.025066180154681206
12,RIGHT_INDEX_FINGER_DIP,0.5323914885520935,0.786512017250061,-0.029295997694134712
12,RIGHT_INDEX_FINGER_TIP,0.537183403968811,0.8153502345085144,-0.031083088368177414
12,RIGHT_MIDDLE_FINGER_MCP,0.4697514772415161,0.7309263348579407,-0.021115543320775032
12,RIGHT_MIDDLE_FINGER_PIP,0.506967306137085,0.7758828401565552,-0.0285863745957613
12,RIGHT_MIDDLE_FINGER_DIP,0.5225944519042969,0.8112199306488037,-0.03022681549191475
12,RIGHT_MIDDLE_FINGER_TIP,0.5303120017051697,0.8394873738288879,-0.031389057636260986
12,RIGHT_RING_FINGER_MCP,0.45131805539131165,0.7630454897880554,-0.026411132887005806
12,RIGHT_RING_FINGER_PIP,0.4868093430995941,0.8045022487640381,-0.03265019506216049
12,RIGHT_RING_FINGER_DIP,0.5041800141334534,0.8348972797393799,-0.031583238393068314
12,RIGHT_RING_FINGER_TIP,0.5145882964134216,0.8578538298606873,-0.03077583760023117
12,RIGHT_PINKY_MCP,0.43158429861068726,0.7976529598236084,-0.03130985423922539
12,RIGHT_PINKY_PIP,0.4554980993270874,0.8391433954238892,-0.034941837191581726
12,RIGHT_PINKY_DIP,0.4692802429199219,0.8652461171150208,-0.0329272486269474
12,RIGHT_PINKY_TIP,0.47886204719543457,0.885942280292511,-0.03106129914522171
12,LEFT_EYE_INNER,0.5165561437606812,0.2497846633195877,-0.7362645268440247
12,LEFT_EYE,0.5261583924293518,0.24976705014705658,-0.7362349033355713
12,LEFT_EYE_OUTER,0.5353960394859314,0.25006386637687683,-0.7361209392547607
12,RIGHT_EYE_INNER,0.4821957051753998,0.2513444125652313,-0.7359203696250916
12,RIGHT_EYE,0.4704677164554596,0.251766175031662,-0.7360165119171143
12,RIGHT_EYE_OUTER,0.46018561720848083,0.2524358034133911,-0.7363807559013367
12,LEFT_EAR,0.5514043569564819,0.2705997824668884,-0.506354570388794
12,RIGHT_EAR,0.45160675048828125,0.27164748311042786,-0.5025910139083862
12,MOUTH_LEFT,0.5164408087730408,0.3430651128292084,-0.6773186922073364
12,MOUTH_RIGHT,0.4755321443080902,0.3433151841163635,-0.6762567162513733
12,LEFT_SHOULDER,0.6204935908317566,0.5384038090705872,-0.34447211027145386
12,RIGHT_SHOULDER,0.38080713152885437,0.5199562311172485,-0.3498760759830475
12,LEFT_ELBOW,0.6348942518234253,0.8910887837409973,-0.31487220525741577
12,RIGHT_ELBOW,0.3316991329193115,0.8651975989341736,-0.5507177710533142
12,LEFT_WRIST,0.5837269425392151,1.1330138444900513,-0.5258423686027527
12,RIGHT_WRIST,0.4308766722679138,0.7412682175636292,-0.9710561037063599
12,LEFT_PINKY,0.5790442228317261,1.227006435394287,-0.5843786001205444
12,RIGHT_PINKY,0.4548237919807434,0.7907213568687439,-1.0567584037780762
12,LEFT_INDEX,0.559729278087616,1.2046486139297485,-0.6178961992263794
12,RIGHT_INDEX,0.4794062674045563,0.7620092630386353,-1.0478931665420532
12,LEFT_THUMB,0.5543519258499146,1.1651338338851929,-0.5415608882904053
12,RIGHT_THUMB,0.4730309844017029,0.7407963871955872,-0.9716330766677856
12,LEFT_HIP,0.5733098983764648,1.0570826530456543,-0.014389078132808208
12,RIGHT_HIP,0.4342370927333832,1.0590897798538208,0.01543285883963108
13,LEFT_WRIST,0,0,0
13,LEFT_THUMB_CMC,0,0,0
13,LEFT_THUMB_MCP,0,0,0
13,LEFT_THUMB_IP,0,0,0
13,LEFT_THUMB_TIP,0,0,0
13,LEFT_INDEX_FINGER_MCP,0,0,0
13,LEFT_INDEX_FINGER_PIP,0,0,0
13,LEFT_INDEX_FINGER_DIP,0,0,0
13,LEFT_INDEX_FINGER_TIP,0,0,0
13,LEFT_MIDDLE_FINGER_MCP,0,0,0
13,LEFT_MIDDLE_FINGER_PIP,0,0,0
13,LEFT_MIDDLE_FINGER_DIP,0,0,0
13,LEFT_MIDDLE_FINGER_TIP,0,0,0
13,LEFT_RING_FINGER_MCP,0,0,0
13,LEFT_RING_FINGER_PIP,0,0,0
13,LEFT_RING_FINGER_DIP,0,0,0
13,LEFT_RING_FINGER_TIP,0,0,0
13,LEFT_PINKY_MCP,0,0,0
13,LEFT_PINKY_PIP,0,0,0
13,LEFT_PINKY_DIP,0,0,0
13,LEFT_PINKY_TIP,0,0,0
13,RIGHT_WRIST,0.39646250009536743,0.6602790355682373,2.7656852807922405e-07
13,RIGHT_THUMB_CMC,0.43132948875427246,0.6349667906761169,-0.002044432098045945
13,RIGHT_THUMB_MCP,0.4706927239894867,0.6466513872146606,-0.008431714959442616
13,RIGHT_THUMB_IP,0.49805182218551636,0.6805170178413391,-0.014600084163248539
13,RIGHT_THUMB_TIP,0.5127464532852173,0.7133132815361023,-0.020071471109986305
13,RIGHT_INDEX_FINGER_MCP,0.46934831142425537,0.6069892644882202,-0.0218882504850626
13,RIGHT_INDEX_FINGER_PIP,0.5078200697898865,0.633221447467804,-0.035826075822114944
13,RIGHT_INDEX_FINGER_DIP,0.5252110362052917,0.667892336845398,-0.043421484529972076
13,RIGHT_INDEX_FINGER_TIP,0.5348718166351318,0.6957863569259644,-0.047518279403448105
13,RIGHT_MIDDLE_FINGER_MCP,0.45765262842178345,0.6315382122993469,-0.027473660185933113
13,RIGHT_MIDDLE_FINGER_PIP,0.49752432107925415,0.6575050354003906,-0.038896068930625916
13,RIGHT_MIDDLE_FINGER_DIP,0.5172869563102722,0.6880927681922913,-0.04376684129238129
13,RIGHT_MIDDLE_FINGER_TIP,0.5283846855163574,0.715488076210022,-0.047417715191841125
13,RIGHT_RING_FINGER_MCP,0.44376394152641296,0.6660295724868774,-0.032477524131536484
13,RIGHT_RING_FINGER_PIP,0.479146808385849,0.6918913125991821,-0.04275603964924812
13,RIGHT_RING_FINGER_DIP,0.49850550293922424,0.716428279876709,-0.04601914435625076
13,RIGHT_RING_FINGER_TIP,0.5100464224815369,0.7376886010169983,-0.048220474272966385
13,RIGHT_PINKY_MCP,0.42929840087890625,0.704186737537384,-0.03736349567770958
13,RIGHT_PINKY_PIP,0.4522039592266083,0.739324688911438,-0.04499609023332596
13,RIGHT_PINKY_DIP,0.46741020679473877,0.7641473412513733,-0.04728122055530548
13,RIGHT_PINKY_TIP,0.4786125123500824,0.787625253200531,-0.04880424961447716
13,LEFT_EYE_INNER,0.5159556865692139,0.24950011074543,-0.7159050703048706
13,LEFT_EYE,0.5258015394210815,0.24938873946666718,-0.7158709764480591
13,LEFT_EYE_OUTER,0.5347707271575928,0.24974384903907776,-0.7156938314437866
13,RIGHT_EYE_INNER,0.48135146498680115,0.2512497901916504,-0.7143529653549194
13,RIGHT_EYE,0.469538152217865,0.2516638934612274,-0.7144216299057007
13,RIGHT_EYE_OUTER,0.4598355293273926,0.25236380100250244,-0.7147480845451355
13,LEFT_EAR,0.5511135458946228,0.270187646150589,-0.4832824170589447
13,RIGHT_EAR,0.45134830474853516,0.27141574025154114,-0.47322878241539
13,MOUTH_LEFT,0.5160230398178101,0.3426509499549866,-0.657711386680603
13,MOUTH_RIGHT,0.4748750329017639,0.3429080843925476,-0.6549215316772461
13,LEFT_SHOULDER,0.619423508644104,0.5363114476203918,-0.32907187938690186
13,RIGHT_SHOULDER,0.3812571167945862,0.5149053931236267,-0.3304849863052368
13,LEFT_ELBOW,0.6351357698440552,0.891017496585846,-0.29828304052352905
13,RIGHT_ELBOW,0.3302046060562134,0.8732700943946838,-0.564847469329834
13,LEFT_WRIST,0.5886114835739136,1.123818278312683,-0.5051283836364746
13,RIGHT_WRIST,0.42305701971054077,0.6767005324363708,-1.0395023822784424
13,LEFT_PINKY,0.5830443501472473,1.21769380569458,-0.5591542720794678
13,RIGHT_PINKY,0.45225024223327637,0.6973770260810852,-1.1299259662628174
13,LEFT_INDEX,0.565281093120575,1.1899116039276123,-0.5898317098617554
13,RIGHT_INDEX,0.4750743508338928,0.6643121242523193,-1.1141865253448486
13,LEFT_THUMB,0.5599466562271118,1.1508969068527222,-0.5197238922119141
13,RIGHT_THUMB,0.4709640145301819,0.651409387588501,-1.0389115810394287
13,LEFT_HIP,0.5720636248588562,1.0474464893341064,-0.013749420642852783
13,RIGHT_HIP,0.43331223726272583,1.0566353797912598,0.014815367758274078
14,LEFT_WRIST,0,0,0
14,LEFT_THUMB_CMC,0,0,0
14,LEFT_THUMB_MCP,0,0,0
14,LEFT_THUMB_IP,0,0,0
14,LEFT_THUMB_TIP,0,0,0
14,LEFT_INDEX_FINGER_MCP,0,0,0
14,LEFT_INDEX_FINGER_PIP,0,0,0
14,LEFT_INDEX_FINGER_DIP,0,0,0
14,LEFT_INDEX_FINGER_TIP,0,0,0
14,LEFT_MIDDLE_FINGER_MCP,0,0,0
14,LEFT_MIDDLE_FINGER_PIP,0,0,0
14,LEFT_MIDDLE_FINGER_DIP,0,0,0
14,LEFT_MIDDLE_FINGER_TIP,0,0,0
14,LEFT_RING_FINGER_MCP,0,0,0
14,LEFT_RING_FINGER_PIP,0,0,0
14,LEFT_RING_FINGER_DIP,0,0,0
14,LEFT_RING_FINGER_TIP,0,0,0
14,LEFT_PINKY_MCP,0,0,0
14,LEFT_PINKY_PIP,0,0,0
14,LEFT_PINKY_DIP,0,0,0
14,LEFT_PINKY_TIP,0,0,0
14,RIGHT_WRIST,0.39886459708213806,0.6088263392448425,2.80425098253545e-07
14,RIGHT_THUMB_CMC,0.4255669414997101,0.5810970067977905,-0.003076571272686124
14,RIGHT_THUMB_MCP,0.459720253944397,0.5780198574066162,-0.009763735346496105
14,RIGHT_THUMB_IP,0.48671793937683105,0.595423698425293,-0.016410503536462784
14,RIGHT_THUMB_TIP,0.5041452050209045,0.6157191395759583,-0.02298065274953842
14,RIGHT_INDEX_FINGER_MCP,0.46001577377319336,0.5426991581916809,-0.022992989048361778
14,RIGHT_INDEX_FINGER_PIP,0.49307432770729065,0.5548903942108154,-0.03649701178073883
14,RIGHT_INDEX_FINGER_DIP,0.5132858157157898,0.5711238384246826,-0.04433650150895119
14,RIGHT_INDEX_FINGER_TIP,0.5277925133705139,0.5871313810348511,-0.04915232956409454
14,RIGHT_MIDDLE_FINGER_MCP,0.45011791586875916,0.561559796333313,-0.02856137603521347
14,RIGHT_MIDDLE_FINGER_PIP,0.483604371547699,0.5758835673332214,-0.041361138224601746
14,RIGHT_MIDDLE_FINGER_DIP,0.5045837163925171,0.594641923904419,-0.04746071249246597
14,RIGHT_MIDDLE_FINGER_TIP,0.5192499756813049,0.6155202984809875,-0.051935404539108276
14,RIGHT_RING_FINGER_MCP,0.4389316737651825,0.5913894772529602,-0.033643316477537155
14,RIGHT_RING_FINGER_PIP,0.4669220745563507,0.609333336353302,-0.04644029214978218
14,RIGHT_RING_FINGER_DIP,0.4833132326602936,0.6281636357307434,-0.05176840350031853
14,RIGHT_RING_FINGER_TIP,0.4942665100097656,0.6468219757080078,-0.0549742616713047
14,RIGHT_PINKY_MCP,0.42704543471336365,0.6258460283279419,-0.03856450319290161
14,RIGHT_PINKY_PIP,0.4487070143222809,0.6542920470237732,-0.04891842603683472
14,RIGHT_PINKY_DIP,0.46222051978111267,0.6760088801383972,-0.05315859243273735
14,RIGHT_PINKY_TIP,0.4731230139732361,0.6978409886360168,-0.055783212184906006
14,LEFT_EYE_INNER,0.5150143504142761,0.24950644373893738,-0.6986606121063232
14,LEFT_EYE,0.5252374410629272,0.24938106536865234,-0.6986877918243408
14,LEFT_EYE_OUTER,0.533821702003479,0.24973954260349274,-0.6985021829605103
14,RIGHT_EYE_INNER,0.4800756573677063,0.2513275444507599,-0.6955528259277344
14,RIGHT_EYE,0.46820148825645447,0.2517104148864746,-0.695622444152832
14,RIGHT_EYE_OUTER,0.45920529961586,0.25237441062927246,-0.6959730386734009
14,LEFT_EAR,0.550464928150177,0.2700633108615875,-0.4608429968357086
14,RIGHT_EAR,0.4510386884212494,0.27112919092178345,-0.4413577914237976
14,MOUTH_LEFT,0.5153574347496033,0.34264853596687317,-0.6401267647743225
14,MOUTH_RIGHT,0.47372204065322876,0.34295371174812317,-0.6349966526031494
14,LEFT_SHOULDER,0.6185265779495239,0.5341519117355347,-0.31252703070640564
14,RIGHT_SHOULDER,0.3821571469306946,0.5124462842941284,-0.29474419355392456
14,LEFT_ELBOW,0.6354467272758484,0.8909412026405334,-0.29484355449676514
14,RIGHT_ELBOW,0.32783418893814087,0.8794125318527222,-0.5673250555992126
14,LEFT_WRIST,0.591479480266571,1.095347285270691,-0.5043560266494751
14,RIGHT_WRIST,0.41441774368286133,0.6332165002822876,-1.0817904472351074
14,LEFT_PINKY,0.5883793234825134,1.2128602266311646,-0.5615972280502319
14,RIGHT_PINKY,0.4507971405982971,0.6300228834152222,-1.1815745830535889
14,LEFT_INDEX,0.5705721378326416,1.1828664541244507,-0.5887773633003235
14,RIGHT_INDEX,0.4737209379673004,0.5947834253311157,-1.1584511995315552
14,LEFT_THUMB,0.5651937127113342,1.1445906162261963,-0.5183407068252563
14,RIGHT_THUMB,0.46540865302085876,0.5888916850090027,-1.0810056924819946
14,LEFT_HIP,0.5721760988235474,1.0477572679519653,-0.016774281859397888
14,RIGHT_HIP,0.43189865350723267,1.0752497911453247,0.017977077513933182
15,LEFT_WRIST,0,0,0
15,LEFT_THUMB_CMC,0,0,0
15,LEFT_THUMB_MCP,0,0,0
15,LEFT_THUMB_IP,0,0,0
15,LEFT_THUMB_TIP,0,0,0
15,LEFT_INDEX_FINGER_MCP,0,0,0
15,LEFT_INDEX_FINGER_PIP,0,0,0
15,LEFT_INDEX_FINGER_DIP,0,0,0
15,LEFT_INDEX_FINGER_TIP,0,0,0
15,LEFT_MIDDLE_FINGER_MCP,0,0,0
15,LEFT_MIDDLE_FINGER_PIP,0,0,0
15,LEFT_MIDDLE_FINGER_DIP,0,0,0
15,LEFT_MIDDLE_FINGER_TIP,0,0,0
15,LEFT_RING_FINGER_MCP,0,0,0
15,LEFT_RING_FINGER_PIP,0,0,0
15,LEFT_RING_FINGER_DIP,0,0,0
15,LEFT_RING_FINGER_TIP,0,0,0
15,LEFT_PINKY_MCP,0,0,0
15,LEFT_PINKY_PIP,0,0,0
15,LEFT_PINKY_DIP,0,0,0
15,LEFT_PINKY_TIP,0,0,0
15,RIGHT_WRIST,0.4069008529186249,0.5760392546653748,1.887027565317112e-07
15,RIGHT_THUMB_CMC,0.43560972809791565,0.5633929967880249,-0.0012873769737780094
15,RIGHT_THUMB_MCP,0.46438732743263245,0.5585166811943054,-0.008505985140800476
15,RIGHT_THUMB_IP,0.48624661564826965,0.5687010884284973,-0.01674271747469902
15,RIGHT_THUMB_TIP,0.5010854601860046,0.5858044624328613,-0.02501978911459446
15,RIGHT_INDEX_FINGER_MCP,0.4656912684440613,0.5045944452285767,-0.020266732200980186
15,RIGHT_INDEX_FINGER_PIP,0.49394744634628296,0.5009579062461853,-0.034808363765478134
15,RIGHT_INDEX_FINGER_DIP,0.5113818645477295,0.5062771439552307,-0.04392209276556969
15,RIGHT_INDEX_FINGER_TIP,0.5252035856246948,0.5122038722038269,-0.049789030104875565
15,RIGHT_MIDDLE_FINGER_MCP,0.4551679790019989,0.5117112398147583,-0.028195232152938843
15,RIGHT_MIDDLE_FINGER_PIP,0.48716405034065247,0.5098580718040466,-0.043197572231292725
15,RIGHT_MIDDLE_FINGER_DIP,0.5063564777374268,0.5176087021827698,-0.0504426546394825
15,RIGHT_MIDDLE_FINGER_TIP,0.5210483074188232,0.5275701284408569,-0.05514579638838768
15,RIGHT_RING_FINGER_MCP,0.44271811842918396,0.531345009803772,-0.03559735789895058
15,RIGHT_RING_FINGER_PIP,0.47242462635040283,0.5491170287132263,-0.05150115489959717
15,RIGHT_RING_FINGER_DIP,0.4833548069000244,0.5745185613632202,-0.05551262944936752
15,RIGHT_RING_FINGER_TIP,0.48900189995765686,0.5952725410461426,-0.05665441229939461
15,RIGHT_PINKY_MCP,0.4296340048313141,0.5592543482780457,-0.0427052341401577
15,RIGHT_PINKY_PIP,0.45124053955078125,0.5833487510681152,-0.055179040879011154
15,RIGHT_PINKY_DIP,0.463352233171463,0.6051355600357056,-0.058278802782297134
